STATUS,FAMILY,NAME,TITLE,PRIORITY,BASELINE-IMPACT
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-1,AUDIT AND ACCOUNTABILITY POLICY AND PROCEDURES,P1,"LOW,MODERATE,HIGH"
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-1a.,AUDIT AND ACCOUNTABILITY POLICY AND PROCEDURES,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-1a.1.,AUDIT AND ACCOUNTABILITY POLICY AND PROCEDURES,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-1a.2.,AUDIT AND ACCOUNTABILITY POLICY AND PROCEDURES,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-1b.,AUDIT AND ACCOUNTABILITY POLICY AND PROCEDURES,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-1b.1.,AUDIT AND ACCOUNTABILITY POLICY AND PROCEDURES,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-1b.2.,AUDIT AND ACCOUNTABILITY POLICY AND PROCEDURES,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-2,AUDIT EVENTS,P1,"LOW,MODERATE,HIGH"
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-2a.,AUDIT EVENTS,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-2b.,AUDIT EVENTS,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-2c.,AUDIT EVENTS,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-2d.,AUDIT EVENTS,NA,NA
[Withdrawn: Incorporated into AU-12].,AUDIT AND ACCOUNTABILITY,AU-2 (1),COMPILATION OF AUDIT RECORDS FROM MULTIPLE SOURCES,NA,NA
[Withdrawn: Incorporated into AU-12].,AUDIT AND ACCOUNTABILITY,AU-2 (2),SELECTION OF AUDIT EVENTS BY COMPONENT,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-2 (3),REVIEWS AND UPDATES,NA,"MODERATE,HIGH"
[Withdrawn: Incorporated into AC-6 (9)].,AUDIT AND ACCOUNTABILITY,AU-2 (4),PRIVILEGED FUNCTIONS,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-3,CONTENT OF AUDIT RECORDS,P1,"LOW,MODERATE,HIGH"
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-3 (1),ADDITIONAL AUDIT INFORMATION,NA,"MODERATE,HIGH"
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-3 (2),CENTRALIZED MANAGEMENT OF PLANNED AUDIT RECORD CONTENT,NA,HIGH
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-4,AUDIT STORAGE CAPACITY,P1,"LOW,MODERATE,HIGH"
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-4 (1),TRANSFER TO ALTERNATE STORAGE,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-5,RESPONSE TO AUDIT PROCESSING FAILURES,P1,"LOW,MODERATE,HIGH"
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-5a.,RESPONSE TO AUDIT PROCESSING FAILURES,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-5b.,RESPONSE TO AUDIT PROCESSING FAILURES,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-5 (1),AUDIT STORAGE CAPACITY,NA,HIGH
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-5 (2),REAL-TIME ALERTS,NA,HIGH
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-5 (3),CONFIGURABLE TRAFFIC VOLUME THRESHOLDS,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-5 (4),SHUTDOWN ON FAILURE,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-6,"AUDIT REVIEW, ANALYSIS, AND REPORTING",P1,"LOW,MODERATE,HIGH"
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-6a.,"AUDIT REVIEW, ANALYSIS, AND REPORTING",NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-6b.,"AUDIT REVIEW, ANALYSIS, AND REPORTING",NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-6 (1),PROCESS INTEGRATION,NA,"MODERATE,HIGH"
[Withdrawn: Incorporated into SI-4].,AUDIT AND ACCOUNTABILITY,AU-6 (2),AUTOMATED SECURITY ALERTS,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-6 (3),CORRELATE AUDIT REPOSITORIES,NA,"MODERATE,HIGH"
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-6 (4),CENTRAL REVIEW AND ANALYSIS,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-6 (5),INTEGRATION / SCANNING AND MONITORING CAPABILITIES,NA,HIGH
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-6 (6),CORRELATION WITH PHYSICAL MONITORING,NA,HIGH
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-6 (7),PERMITTED ACTIONS,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-6 (8),FULL TEXT ANALYSIS OF PRIVILEGED COMMANDS,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-6 (9),CORRELATION WITH INFORMATION FROM NONTECHNICAL SOURCES,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-6 (10),AUDIT LEVEL ADJUSTMENT,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-7,AUDIT REDUCTION AND REPORT GENERATION,P2,"MODERATE,HIGH"
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-7a.,AUDIT REDUCTION AND REPORT GENERATION,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-7b.,AUDIT REDUCTION AND REPORT GENERATION,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-7 (1),AUTOMATIC PROCESSING,NA,"MODERATE,HIGH"
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-7 (2),AUTOMATIC SORT AND SEARCH,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-8,TIME STAMPS,P1,"LOW,MODERATE,HIGH"
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-8a.,TIME STAMPS,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-8b.,TIME STAMPS,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-8 (1),SYNCHRONIZATION WITH AUTHORITATIVE TIME SOURCE,NA,"MODERATE,HIGH"
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-8 (1)(a),SYNCHRONIZATION WITH AUTHORITATIVE TIME SOURCE,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-8 (1)(b),SYNCHRONIZATION WITH AUTHORITATIVE TIME SOURCE,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-8 (2),SECONDARY AUTHORITATIVE TIME SOURCE,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-9,PROTECTION OF AUDIT INFORMATION,P1,"LOW,MODERATE,HIGH"
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-9 (1),HARDWARE WRITE-ONCE MEDIA,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-9 (2),AUDIT BACKUP ON SEPARATE PHYSICAL SYSTEMS / COMPONENTS,NA,HIGH
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-9 (3),CRYPTOGRAPHIC PROTECTION,NA,HIGH
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-9 (4),ACCESS BY SUBSET OF PRIVILEGED USERS,NA,"MODERATE,HIGH"
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-9 (5),DUAL AUTHORIZATION,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-9 (6),READ ONLY ACCESS,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-10,NON-REPUDIATION,P2,HIGH
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-10 (1),ASSOCIATION OF IDENTITIES,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-10 (1)(a),ASSOCIATION OF IDENTITIES,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-10 (1)(b),ASSOCIATION OF IDENTITIES,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-10 (2),VALIDATE BINDING OF INFORMATION PRODUCER IDENTITY,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-10 (2)(a),VALIDATE BINDING OF INFORMATION PRODUCER IDENTITY,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-10 (2)(b),VALIDATE BINDING OF INFORMATION PRODUCER IDENTITY,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-10 (3),CHAIN OF CUSTODY,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-10 (4),VALIDATE BINDING OF INFORMATION REVIEWER IDENTITY,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-10 (4)(a),VALIDATE BINDING OF INFORMATION REVIEWER IDENTITY,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-10 (4)(b),VALIDATE BINDING OF INFORMATION REVIEWER IDENTITY,NA,NA
[Withdrawn: Incorporated into SI-7].,AUDIT AND ACCOUNTABILITY,AU-10 (5),DIGITAL SIGNATURES,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-11,AUDIT RECORD RETENTION,P3,"LOW,MODERATE,HIGH"
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-11 (1),LONG-TERM RETRIEVAL CAPABILITY,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-12,AUDIT GENERATION,P1,"LOW,MODERATE,HIGH"
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-12a.,AUDIT GENERATION,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-12b.,AUDIT GENERATION,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-12c.,AUDIT GENERATION,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-12 (1),SYSTEM-WIDE / TIME-CORRELATED AUDIT TRAIL,NA,HIGH
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-12 (2),STANDARDIZED FORMATS,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-12 (3),CHANGES BY AUTHORIZED INDIVIDUALS,NA,HIGH
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-13,MONITORING FOR INFORMATION DISCLOSURE,P0,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-13 (1),USE OF AUTOMATED TOOLS,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-13 (2),REVIEW OF MONITORED SITES,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-14,SESSION AUDIT,P0,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-14 (1),SYSTEM START-UP,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-14 (2),CAPTURE/RECORD AND LOG CONTENT,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-14 (3),REMOTE VIEWING / LISTENING,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-15,ALTERNATE AUDIT CAPABILITY,P0,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-16,CROSS-ORGANIZATIONAL AUDITING,P0,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-16 (1),IDENTITY PRESERVATION,NA,NA
ACTIVE,AUDIT AND ACCOUNTABILITY,AU-16 (2),SHARING OF AUDIT INFORMATION,NA,NA
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-1,SECURITY ASSESSMENT AND AUTHORIZATION POLICY AND PROCEDURES,P1,"LOW,MODERATE,HIGH"
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-1a.,SECURITY ASSESSMENT AND AUTHORIZATION POLICY AND PROCEDURES,NA,NA
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-1a.1.,SECURITY ASSESSMENT AND AUTHORIZATION POLICY AND PROCEDURES,NA,NA
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-1a.2.,SECURITY ASSESSMENT AND AUTHORIZATION POLICY AND PROCEDURES,NA,NA
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-1b.,SECURITY ASSESSMENT AND AUTHORIZATION POLICY AND PROCEDURES,NA,NA
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-1b.1.,SECURITY ASSESSMENT AND AUTHORIZATION POLICY AND PROCEDURES,NA,NA
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-1b.2.,SECURITY ASSESSMENT AND AUTHORIZATION POLICY AND PROCEDURES,NA,NA
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-2,SECURITY ASSESSMENTS,P2,"LOW,MODERATE,HIGH"
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-2a.,SECURITY ASSESSMENTS,NA,NA
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-2a.1.,SECURITY ASSESSMENTS,NA,NA
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-2a.2.,SECURITY ASSESSMENTS,NA,NA
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-2a.3.,SECURITY ASSESSMENTS,NA,NA
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-2b.,SECURITY ASSESSMENTS,NA,NA
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-2c.,SECURITY ASSESSMENTS,NA,NA
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-2d.,SECURITY ASSESSMENTS,NA,NA
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-2 (1),INDEPENDENT ASSESSORS,NA,"MODERATE,HIGH"
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-2 (2),SPECIALIZED ASSESSMENTS,NA,HIGH
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-2 (3),EXTERNAL ORGANIZATIONS,NA,NA
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-3,SYSTEM INTERCONNECTIONS,P1,"LOW,MODERATE,HIGH"
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-3a.,SYSTEM INTERCONNECTIONS,NA,NA
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-3b.,SYSTEM INTERCONNECTIONS,NA,NA
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-3c.,SYSTEM INTERCONNECTIONS,NA,NA
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-3 (1),UNCLASSIFIED NATIONAL SECURITY SYSTEM CONNECTIONS,NA,NA
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-3 (2),CLASSIFIED NATIONAL SECURITY SYSTEM CONNECTIONS,NA,NA
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-3 (3),UNCLASSIFIED NON-NATIONAL SECURITY SYSTEM CONNECTIONS,NA,NA
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-3 (4),CONNECTIONS TO PUBLIC NETWORKS,NA,NA
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-3 (5),RESTRICTIONS ON EXTERNAL SYSTEM CONNECTIONS,NA,"MODERATE,HIGH"
[Withdrawn: Incorporated into CA-2].,SECURITY ASSESSMENT AND AUTHORIZATION,CA-4,SECURITY CERTIFICATION,NA,NA
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-5,PLAN OF ACTION AND MILESTONES,P3,"LOW,MODERATE,HIGH"
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-5a.,PLAN OF ACTION AND MILESTONES,NA,NA
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-5b.,PLAN OF ACTION AND MILESTONES,NA,NA
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-5 (1),AUTOMATION SUPPORT FOR ACCURACY / CURRENCY,NA,NA
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-6,SECURITY AUTHORIZATION,P2,"LOW,MODERATE,HIGH"
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-6a.,SECURITY AUTHORIZATION,NA,NA
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-6b.,SECURITY AUTHORIZATION,NA,NA
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-6c.,SECURITY AUTHORIZATION,NA,NA
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-7,CONTINUOUS MONITORING,P2,"LOW,MODERATE,HIGH"
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-7a.,CONTINUOUS MONITORING,NA,NA
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-7b.,CONTINUOUS MONITORING,NA,NA
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-7c.,CONTINUOUS MONITORING,NA,NA
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-7d.,CONTINUOUS MONITORING,NA,NA
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-7e.,CONTINUOUS MONITORING,NA,NA
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-7f.,CONTINUOUS MONITORING,NA,NA
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-7g.,CONTINUOUS MONITORING,NA,NA
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-7 (1),INDEPENDENT ASSESSMENT,NA,"MODERATE,HIGH"
[Withdrawn: Incorporated into CA-2].,SECURITY ASSESSMENT AND AUTHORIZATION,CA-7 (2),TYPES OF ASSESSMENTS,NA,NA
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-7 (3),TREND ANALYSES,NA,NA
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-8,PENETRATION TESTING,P2,HIGH
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-8 (1),INDEPENDENT PENETRATION AGENT OR TEAM,NA,NA
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-8 (2),RED TEAM EXERCISES,NA,NA
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-9,INTERNAL SYSTEM CONNECTIONS,P2,"LOW,MODERATE,HIGH"
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-9a.,INTERNAL SYSTEM CONNECTIONS,NA,NA
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-9b.,INTERNAL SYSTEM CONNECTIONS,NA,NA
ACTIVE,SECURITY ASSESSMENT AND AUTHORIZATION,CA-9 (1),SECURITY COMPLIANCE CHECKS,NA,NA
ACTIVE,CONFIGURATION MANAGEMENT,CM-1,CONFIGURATION MANAGEMENT POLICY AND PROCEDURES,P1,"LOW,MODERATE,HIGH"
ACTIVE,CONFIGURATION MANAGEMENT,CM-1a.,CONFIGURATION MANAGEMENT POLICY AND PROCEDURES,NA,NA
ACTIVE,CONFIGURATION MANAGEMENT,CM-1a.1.,CONFIGURATION MANAGEMENT POLICY AND PROCEDURES,NA,NA
ACTIVE,CONFIGURATION MANAGEMENT,CM-1a.2.,CONFIGURATION MANAGEMENT POLICY AND PROCEDURES,NA,NA
ACTIVE,CONFIGURATION MANAGEMENT,CM-1b.,CONFIGURATION MANAGEMENT POLICY AND PROCEDURES,NA,NA
ACTIVE,CONFIGURATION MANAGEMENT,CM-1b.1.,CONFIGURATION MANAGEMENT POLICY AND PROCEDURES,NA,NA
ACTIVE,CONFIGURATION MANAGEMENT,CM-1b.2.,CONFIGURATION MANAGEMENT POLICY AND PROCEDURES,NA,NA
ACTIVE,CONFIGURATION MANAGEMENT,CM-2,BASELINE CONFIGURATION,P1,"LOW,MODERATE,HIGH"
ACTIVE,CONFIGURATION MANAGEMENT,CM-2 (1),REVIEWS AND UPDATES,NA,"MODERATE,HIGH"
ACTIVE,CONFIGURATION MANAGEMENT,CM-2 (1)(a),REVIEWS AND UPDATES,NA,NA
ACTIVE,CONFIGURATION MANAGEMENT,CM-2 (1)(b),REVIEWS AND UPDATES,NA,NA
ACTIVE,CONFIGURATION MANAGEMENT,CM-2 (1)(c),REVIEWS AND UPDATES,NA,NA
ACTIVE,CONFIGURATION MANAGEMENT,CM-2 (2),AUTOMATION SUPPORT FOR ACCURACY / CURRENCY,NA,HIGH
ACTIVE,CONFIGURATION MANAGEMENT,CM-2 (3),RETENTION OF PREVIOUS CONFIGURATIONS,NA,"MODERATE,HIGH"
[Withdrawn: Incorporated into CM-7].,CONFIGURATION MANAGEMENT,CM-2 (4),UNAUTHORIZED SOFTWARE,NA,NA
[Withdrawn: Incorporated into CM-7].,CONFIGURATION MANAGEMENT,CM-2 (5),AUTHORIZED SOFTWARE,NA,NA
ACTIVE,CONFIGURATION MANAGEMENT,CM-2 (6),DEVELOPMENT AND TEST ENVIRONMENTS,NA,NA
ACTIVE,CONFIGURATION MANAGEMENT,CM-2 (7),"CONFIGURE SYSTEMS, COMPONENTS, OR DEVICES FOR HIGH-RISK AREAS",NA,"MODERATE,HIGH"
ACTIVE,CONFIGURATION MANAGEMENT,CM-2 (7)(a),"CONFIGURE SYSTEMS, COMPONENTS, OR DEVICES FOR HIGH-RISK AREAS",NA,NA
ACTIVE,CONFIGURATION MANAGEMENT,CM-2 (7)(b),"CONFIGURE SYSTEMS, COMPONENTS, OR DEVICES FOR HIGH-RISK AREAS",NA,NA
ACTIVE,CONFIGURATION MANAGEMENT,CM-3,CONFIGURATION CHANGE CONTROL,P1,"MODERATE,HIGH"
ACTIVE,CONFIGURATION MANAGEMENT,CM-3a.,CONFIGURATION CHANGE CONTROL,NA,NA
ACTIVE,CONFIGURATION MANAGEMENT,CM-3b.,CONFIGURATION CHANGE CONTROL,NA,NA
ACTIVE,CONFIGURATION MANAGEMENT,CM-3c.,CONFIGURATION CHANGE CONTROL,NA,NA
ACTIVE,CONFIGURATION MANAGEMENT,CM-3d.,CONFIGURATION CHANGE CONTROL,NA,NA
ACTIVE,CONFIGURATION MANAGEMENT,CM-3e.,CONFIGURATION CHANGE CONTROL,NA,NA
ACTIVE,CONFIGURATION MANAGEMENT,CM-3f.,CONFIGURATION CHANGE CONTROL,NA,NA
ACTIVE,CONFIGURATION MANAGEMENT,CM-3g.,CONFIGURATION CHANGE CONTROL,NA,NA
ACTIVE,CONFIGURATION MANAGEMENT,CM-3 (1),AUTOMATED DOCUMENT / NOTIFICATION / PROHIBITION OF CHANGES,NA,HIGH
ACTIVE,CONFIGURATION MANAGEMENT,CM-3 (1)(a),AUTOMATED DOCUMENT / NOTIFICATION / PROHIBITION OF CHANGES,NA,NA
ACTIVE,CONFIGURATION MANAGEMENT,CM-3 (1)(b),AUTOMATED DOCUMENT / NOTIFICATION / PROHIBITION OF CHANGES,NA,NA
ACTIVE,CONFIGURATION MANAGEMENT,CM-3 (1)(c),AUTOMATED DOCUMENT / NOTIFICATION / PROHIBITION OF CHANGES,NA,NA
ACTIVE,CONFIGURATION MANAGEMENT,CM-3 (1)(d),AUTOMATED DOCUMENT / NOTIFICATION / PROHIBITION OF CHANGES,NA,NA
ACTIVE,CONFIGURATION MANAGEMENT,CM-3 (1)(e),AUTOMATED DOCUMENT / NOTIFICATION / PROHIBITION OF CHANGES,NA,NA
ACTIVE,CONFIGURATION MANAGEMENT,CM-3 (1)(f),AUTOMATED DOCUMENT / NOTIFICATION / PROHIBITION OF CHANGES,NA,NA
ACTIVE,CONFIGURATION MANAGEMENT,CM-3 (2),TEST / VALIDATE / DOCUMENT CHANGES,NA,"MODERATE,HIGH"
ACTIVE,CONFIGURATION MANAGEMENT,CM-3 (3),AUTOMATED CHANGE IMPLEMENTATION,NA,NA
ACTIVE,CONFIGURATION MANAGEMENT,CM-3 (4),SECURITY REPRESENTATIVE,NA,NA
ACTIVE,CONFIGURATION MANAGEMENT,CM-3 (5),AUTOMATED SECURITY RESPONSE,NA,NA
ACTIVE,CONFIGURATION MANAGEMENT,CM-3 (6),CRYPTOGRAPHY MANAGEMENT,NA,NA
ACTIVE,CONFIGURATION MANAGEMENT,CM-4,SECURITY IMPACT ANALYSIS,P2,"LOW,MODERATE,HIGH"
ACTIVE,CONFIGURATION MANAGEMENT,CM-4 (1),SEPARATE TEST ENVIRONMENTS,NA,HIGH
ACTIVE,CONFIGURATION MANAGEMENT,CM-4 (2),VERIFICATION OF SECURITY FUNCTIONS,NA,NA
ACTIVE,CONFIGURATION MANAGEMENT,CM-5,ACCESS RESTRICTIONS FOR CHANGE,P1,"MODERATE,HIGH"
ACTIVE,CONFIGURATION MANAGEMENT,CM-5 (1),AUTOMATED ACCESS ENFORCEMENT / AUDITING,NA,HIGH
ACTIVE,CONFIGURATION MANAGEMENT,CM-5 (2),REVIEW SYSTEM CHANGES,NA,HIGH
ACTIVE,CONFIGURATION MANAGEMENT,CM-5 (3),SIGNED COMPONENTS,NA,HIGH
ACTIVE,CONFIGURATION MANAGEMENT,CM-5 (4),DUAL AUTHORIZATION,NA,NA
ACTIVE,CONFIGURATION MANAGEMENT,CM-5 (5),LIMIT PRODUCTION / OPERATIONAL PRIVILEGES,NA,NA
ACTIVE,CONFIGURATION MANAGEMENT,CM-5 (5)(a),LIMIT PRODUCTION / OPERATIONAL PRIVILEGES,NA,NA
ACTIVE,CONFIGURATION MANAGEMENT,CM-5 (5)(b),LIMIT PRODUCTION / OPERATIONAL PRIVILEGES,NA,NA
ACTIVE,CONFIGURATION MANAGEMENT,CM-5 (6),LIMIT LIBRARY PRIVILEGES,NA,NA
[Withdrawn: Incorporated into SI-7].,CONFIGURATION MANAGEMENT,CM-5 (7),AUTOMATIC IMPLEMENTATION OF SECURITY SAFEGUARDS,NA,NA
ACTIVE,CONFIGURATION MANAGEMENT,CM-6,CONFIGURATION SETTINGS,P1,"LOW,MODERATE,HIGH"
ACTIVE,CONFIGURATION MANAGEMENT,CM-6a.,CONFIGURATION SETTINGS,NA,NA
ACTIVE,CONFIGURATION MANAGEMENT,CM-6b.,CONFIGURATION SETTINGS,NA,NA
ACTIVE,CONFIGURATION MANAGEMENT,CM-6c.,CONFIGURATION SETTINGS,NA,NA
ACTIVE,CONFIGURATION MANAGEMENT,CM-6d.,CONFIGURATION SETTINGS,NA,NA
ACTIVE,CONFIGURATION MANAGEMENT,CM-6 (1),AUTOMATED CENTRAL MANAGEMENT / APPLICATION / VERIFICATION,NA,HIGH
ACTIVE,CONFIGURATION MANAGEMENT,CM-6 (2),RESPOND TO UNAUTHORIZED CHANGES,NA,HIGH
[Withdrawn: Incorporated into SI-7].,CONFIGURATION MANAGEMENT,CM-6 (3),UNAUTHORIZED CHANGE DETECTION,NA,NA
[Withdrawn: Incorporated into CM-4].,CONFIGURATION MANAGEMENT,CM-6 (4),CONFORMANCE DEMONSTRATION,NA,NA
ACTIVE,CONFIGURATION MANAGEMENT,CM-7,LEAST FUNCTIONALITY,P1,"LOW,MODERATE,HIGH"
ACTIVE,CONFIGURATION MANAGEMENT,CM-7a.,LEAST FUNCTIONALITY,NA,NA
ACTIVE,CONFIGURATION MANAGEMENT,CM-7b.,LEAST FUNCTIONALITY,NA,NA
